date,city,latitude,longitude,temperature_c,humidity_percent,wind_speed_mps,day_of_week,hour,is_weekend,day_of_year,pm25
04/02/2022,Honolulu,21.3069,-157.8583,26.32,50.9,9.6,4,0,0,35,17.95
05/02/2022,Honolulu,21.3069,-157.8583,20.69,34.5,1.1,5,0,1,36,16.22
06/02/2022,Honolulu,21.3069,-157.8583,19.68,80.8,2.5,6,0,1,37,14.91
07/02/2022,Honolulu,21.3069,-157.8583,7.09,84.7,0.6,0,0,0,38,16.24
08/02/2022,Honolulu,21.3069,-157.8583,23.25,34.6,3.7,1,0,0,39,15.14
09/02/2022,Honolulu,21.3069,-157.8583,16.21,81,7.6,2,0,0,40,12.57
10/02/2022,Honolulu,21.3069,-157.8583,26.02,58.1,2.3,3,0,0,41,14.99
11/02/2022,Honolulu,21.3069,-157.8583,11.81,50.2,4.6,4,0,0,42,10.07
12/02/2022,Honolulu,21.3069,-157.8583,16.2,70.1,9.5,5,0,1,43,13.66
13/02/2022,Honolulu,21.3069,-157.8583,10.96,70.2,9.5,6,0,1,44,11.48
14/02/2022,Honolulu,21.3069,-157.8583,9.75,59.9,8.7,0,0,0,45,17.93
15/02/2022,Honolulu,21.3069,-157.8583,15.84,44.3,3,1,0,0,46,11.37
16/02/2022,Honolulu,21.3069,-157.8583,25.53,60.1,3.8,2,0,0,47,9.94
17/02/2022,Honolulu,21.3069,-157.8583,19.32,85.8,2.6,3,0,0,48,12.38
18/02/2022,Honolulu,21.3069,-157.8583,11.62,87.1,9.7,4,0,0,49,10.47
19/02/2022,Honolulu,21.3069,-157.8583,12.06,79.5,3.2,5,0,1,50,13.57
20/02/2022,Honolulu,21.3069,-157.8583,16.31,64.2,5.3,6,0,1,51,12.71
21/02/2022,Honolulu,21.3069,-157.8583,20.67,36.9,5.4,0,0,0,52,10.27
22/02/2022,Honolulu,21.3069,-157.8583,10.24,40.9,1.8,1,0,0,53,9.31
23/02/2022,Honolulu,21.3069,-157.8583,11.66,83.1,7.1,2,0,0,54,9.35
24/02/2022,Honolulu,21.3069,-157.8583,18.2,62,5.2,3,0,0,55,17.37
25/02/2022,Honolulu,21.3069,-157.8583,10.99,83.8,10,4,0,0,56,17.12
26/02/2022,Honolulu,21.3069,-157.8583,10.23,73.5,5.1,5,0,1,57,15
27/02/2022,Honolulu,21.3069,-157.8583,12.27,60.6,7.7,6,0,1,58,11.43
28/02/2022,Honolulu,21.3069,-157.8583,16.76,85.4,1.2,0,0,0,59,17.61
01/03/2022,Honolulu,21.3069,-157.8583,15.33,52.2,10,1,0,0,60,14.48
02/03/2022,Honolulu,21.3069,-157.8583,27.37,74.7,0.9,2,0,0,61,10.55
03/03/2022,Honolulu,21.3069,-157.8583,14.91,35,1.7,3,0,0,62,15.56
04/03/2022,Honolulu,21.3069,-157.8583,14.46,58.7,1.4,4,0,0,63,18.75
05/03/2022,Honolulu,21.3069,-157.8583,9.28,36.5,6.7,5,0,1,64,18.95
06/03/2022,Honolulu,21.3069,-157.8583,16.64,71.8,5.1,6,0,1,65,15.21
07/03/2022,Honolulu,21.3069,-157.8583,25.06,32.9,6.3,0,0,0,66,15.09
08/03/2022,Honolulu,21.3069,-157.8583,26.83,36.4,4.1,1,0,0,67,14.68
09/03/2022,Honolulu,21.3069,-157.8583,14.9,77.4,3.3,2,0,0,68,11.2
10/03/2022,Honolulu,21.3069,-157.8583,11.07,57,3.6,3,0,0,69,9.52
11/03/2022,Honolulu,21.3069,-157.8583,8.88,85,8.6,4,0,0,70,15.72
12/03/2022,Honolulu,21.3069,-157.8583,8.61,58.8,6.5,5,0,1,71,12.58
13/03/2022,Honolulu,21.3069,-157.8583,10.02,39.3,0.7,6,0,1,72,18.13
14/03/2022,Honolulu,21.3069,-157.8583,12.05,50.6,2.3,0,0,0,73,11.62
15/03/2022,Honolulu,21.3069,-157.8583,15.83,66.5,1.2,1,0,0,74,15.88
16/03/2022,Honolulu,21.3069,-157.8583,18.16,69,5.5,2,0,0,75,11.14
17/03/2022,Honolulu,21.3069,-157.8583,10.57,38.5,3.4,3,0,0,76,18.86
18/03/2022,Honolulu,21.3069,-157.8583,11.58,43.6,2.2,4,0,0,77,11.45
19/03/2022,Honolulu,21.3069,-157.8583,11.8,49.2,5.3,5,0,1,78,18.92
20/03/2022,Honolulu,21.3069,-157.8583,25.12,45.9,7.1,6,0,1,79,17.5
21/03/2022,Honolulu,21.3069,-157.8583,19.12,45.6,3,0,0,0,80,19.03
22/03/2022,Honolulu,21.3069,-157.8583,14.99,84.1,7.1,1,0,0,81,10.37
23/03/2022,Honolulu,21.3069,-157.8583,24.42,61.9,3.8,2,0,0,82,9.62
24/03/2022,Honolulu,21.3069,-157.8583,26.69,86.9,8.8,3,0,0,83,16.79
25/03/2022,Honolulu,21.3069,-157.8583,26.77,79.2,4,4,0,0,84,13.74
26/03/2022,Honolulu,21.3069,-157.8583,12.08,37.5,6.1,5,0,1,85,10.08
27/03/2022,Honolulu,21.3069,-157.8583,10.77,53.6,10,6,0,1,86,18.86
28/03/2022,Honolulu,21.3069,-157.8583,17.99,37,3,0,0,0,87,18.97
29/03/2022,Honolulu,21.3069,-157.8583,26.57,55.6,4.5,1,0,0,88,15.65
30/03/2022,Honolulu,21.3069,-157.8583,19.86,37.6,6.9,2,0,0,89,13.39
31/03/2022,Honolulu,21.3069,-157.8583,24.81,80.9,6.8,3,0,0,90,17.5
01/04/2022,Honolulu,21.3069,-157.8583,20.86,88.9,7.7,4,0,0,91,10.3
02/04/2022,Honolulu,21.3069,-157.8583,12.85,38.8,1.1,5,0,1,92,11.04
03/04/2022,Honolulu,21.3069,-157.8583,13.46,85.9,8.7,6,0,1,93,11.51
04/04/2022,Honolulu,21.3069,-157.8583,15.91,63.2,2,0,0,0,94,11.82
05/04/2022,Honolulu,21.3069,-157.8583,10.99,37.8,8.8,1,0,0,95,18.89
06/04/2022,Honolulu,21.3069,-157.8583,12.37,63.6,6.3,2,0,0,96,9.68
07/04/2022,Honolulu,21.3069,-157.8583,27.72,35.7,6.9,3,0,0,97,16.63
08/04/2022,Honolulu,21.3069,-157.8583,16.59,81.8,7,4,0,0,98,13.02
09/04/2022,Honolulu,21.3069,-157.8583,9.43,38.4,5.3,5,0,1,99,18.3
10/04/2022,Honolulu,21.3069,-157.8583,10.66,52.7,7.4,6,0,1,100,18.13
11/04/2022,Honolulu,21.3069,-157.8583,23.69,67,1.5,0,0,0,101,17.87
12/04/2022,Honolulu,21.3069,-157.8583,14.26,61.4,7.1,1,0,0,102,12.4
13/04/2022,Honolulu,21.3069,-157.8583,22.48,75,0.6,2,0,0,103,10.65
14/04/2022,Honolulu,21.3069,-157.8583,20.27,77,6.2,3,0,0,104,12.62
15/04/2022,Honolulu,21.3069,-157.8583,10.83,48.2,2.5,4,0,0,105,14.3
16/04/2022,Honolulu,21.3069,-157.8583,27.41,42.5,1.3,5,0,1,106,13.95
17/04/2022,Honolulu,21.3069,-157.8583,23.32,39.9,2.6,6,0,1,107,18.62
18/04/2022,Honolulu,21.3069,-157.8583,22.79,54.7,2.9,0,0,0,108,19.27
19/04/2022,Honolulu,21.3069,-157.8583,12.63,59.4,4.1,1,0,0,109,15.29
20/04/2022,Honolulu,21.3069,-157.8583,21.61,55.9,5.5,2,0,0,110,16.08
21/04/2022,Honolulu,21.3069,-157.8583,18.64,86.2,5.1,3,0,0,111,13.18
22/04/2022,Honolulu,21.3069,-157.8583,20.58,65.4,9.8,4,0,0,112,16.67
23/04/2022,Honolulu,21.3069,-157.8583,14.26,81.2,1.7,5,0,1,113,9.93
24/04/2022,Honolulu,21.3069,-157.8583,14.34,65.9,0.6,6,0,1,114,18.71
25/04/2022,Honolulu,21.3069,-157.8583,24.88,32.8,3,0,0,0,115,17.71
26/04/2022,Honolulu,21.3069,-157.8583,12.77,89.5,8.7,1,0,0,116,10.17
27/04/2022,Honolulu,21.3069,-157.8583,8,50.8,6.2,2,0,0,117,16.2
28/04/2022,Honolulu,21.3069,-157.8583,24.13,41.9,6.3,3,0,0,118,12.47
29/04/2022,Honolulu,21.3069,-157.8583,20.47,49.8,1.5,4,0,0,119,16.05
30/04/2022,Honolulu,21.3069,-157.8583,20.09,35.2,8,5,0,1,120,13.32
01/05/2022,Honolulu,21.3069,-157.8583,11.49,61.7,1.4,6,0,1,121,10.16
02/05/2022,Honolulu,21.3069,-157.8583,15.65,48.8,5.7,0,0,0,122,10.17
03/05/2022,Honolulu,21.3069,-157.8583,18.84,66.8,5.9,1,0,0,123,12.81
04/05/2022,Honolulu,21.3069,-157.8583,10.6,45.5,0.6,2,0,0,124,18.61
05/05/2022,Honolulu,21.3069,-157.8583,24.34,63.5,8.8,3,0,0,125,16.17
06/05/2022,Honolulu,21.3069,-157.8583,12.11,88.6,8.6,4,0,0,126,9.72
07/05/2022,Honolulu,21.3069,-157.8583,9,70.1,3.8,5,0,1,127,15.17
08/05/2022,Honolulu,21.3069,-157.8583,22.58,76.4,8.1,6,0,1,128,9.4
09/05/2022,Honolulu,21.3069,-157.8583,22.09,55.4,4,0,0,0,129,9.92
10/05/2022,Honolulu,21.3069,-157.8583,16.35,58.1,1.5,1,0,0,130,16.85
11/05/2022,Honolulu,21.3069,-157.8583,18.48,32.7,5.4,2,0,0,131,14.57
12/05/2022,Honolulu,21.3069,-157.8583,10.96,77.8,6.5,3,0,0,132,13.29
13/05/2022,Honolulu,21.3069,-157.8583,24.59,85.7,1.7,4,0,0,133,14.28
14/05/2022,Honolulu,21.3069,-157.8583,23.78,49.5,9.1,5,0,1,134,17.1
15/05/2022,Honolulu,21.3069,-157.8583,10.31,89.7,7.5,6,0,1,135,16.89
16/05/2022,Honolulu,21.3069,-157.8583,16.02,50.6,6.9,0,0,0,136,15.97
17/05/2022,Honolulu,21.3069,-157.8583,11.9,58.6,9.1,1,0,0,137,13.63
18/05/2022,Honolulu,21.3069,-157.8583,14.39,42.4,4.3,2,0,0,138,15.18
19/05/2022,Honolulu,21.3069,-157.8583,12.51,62.7,4.9,3,0,0,139,12.57
20/05/2022,Honolulu,21.3069,-157.8583,19.24,35.6,9.7,4,0,0,140,14.98
21/05/2022,Honolulu,21.3069,-157.8583,17.3,36.6,0.6,5,0,1,141,15.4
22/05/2022,Honolulu,21.3069,-157.8583,8.55,32.9,7.9,6,0,1,142,12.26
23/05/2022,Honolulu,21.3069,-157.8583,23.38,35.7,7.3,0,0,0,143,12.74
24/05/2022,Honolulu,21.3069,-157.8583,12.46,42.6,9.9,1,0,0,144,12.92
25/05/2022,Honolulu,21.3069,-157.8583,14.99,89.4,7.1,2,0,0,145,13.68
26/05/2022,Honolulu,21.3069,-157.8583,9.75,72.9,3.8,3,0,0,146,15.82
27/05/2022,Honolulu,21.3069,-157.8583,24.26,79,6.1,4,0,0,147,12.05
28/05/2022,Honolulu,21.3069,-157.8583,27.41,44.2,7.4,5,0,1,148,12.56
29/05/2022,Honolulu,21.3069,-157.8583,15.98,50.7,9.1,6,0,1,149,13.41
30/05/2022,Honolulu,21.3069,-157.8583,19.31,32.9,1.6,0,0,0,150,18.22
31/05/2022,Honolulu,21.3069,-157.8583,11.2,48.6,4.7,1,0,0,151,9.09
01/06/2022,Honolulu,21.3069,-157.8583,7.62,76.5,7.9,2,0,0,152,13.08
02/06/2022,Honolulu,21.3069,-157.8583,24.26,75.8,3.6,3,0,0,153,17.95
03/06/2022,Honolulu,21.3069,-157.8583,8.8,85.8,2,4,0,0,154,15.45
04/06/2022,Honolulu,21.3069,-157.8583,23.95,74.1,3.7,5,0,1,155,13.76
05/06/2022,Honolulu,21.3069,-157.8583,18.63,81.6,2.1,6,0,1,156,12.73
06/06/2022,Honolulu,21.3069,-157.8583,19.51,35.9,1.9,0,0,0,157,15.01
07/06/2022,Honolulu,21.3069,-157.8583,12.56,38.3,3.9,1,0,0,158,10.5
08/06/2022,Honolulu,21.3069,-157.8583,23.99,38.5,4.4,2,0,0,159,16.82
09/06/2022,Honolulu,21.3069,-157.8583,9.75,59.7,3.1,3,0,0,160,17.09
10/06/2022,Honolulu,21.3069,-157.8583,14.97,75.2,5,4,0,0,161,9.95
11/06/2022,Honolulu,21.3069,-157.8583,9.74,79.4,0.6,5,0,1,162,15.18
12/06/2022,Honolulu,21.3069,-157.8583,23.29,30.7,5.8,6,0,1,163,10.02
13/06/2022,Honolulu,21.3069,-157.8583,8.58,34.5,6.7,0,0,0,164,9.98
14/06/2022,Honolulu,21.3069,-157.8583,18.02,34.6,2.6,1,0,0,165,18.11
15/06/2022,Honolulu,21.3069,-157.8583,11.4,76.1,4.3,2,0,0,166,13.49
16/06/2022,Honolulu,21.3069,-157.8583,26.06,49.3,0.7,3,0,0,167,13.01
17/06/2022,Honolulu,21.3069,-157.8583,20.77,66.9,0.9,4,0,0,168,10.25
18/06/2022,Honolulu,21.3069,-157.8583,8.81,59,3.2,5,0,1,169,17.31
19/06/2022,Honolulu,21.3069,-157.8583,8.08,78.8,3.7,6,0,1,170,17.73
20/06/2022,Honolulu,21.3069,-157.8583,20.39,31.4,9.3,0,0,0,171,14.65
21/06/2022,Honolulu,21.3069,-157.8583,6.9,45,6.2,1,0,0,172,16.67
22/06/2022,Honolulu,21.3069,-157.8583,16.38,85.3,6.5,2,0,0,173,15.18
23/06/2022,Honolulu,21.3069,-157.8583,7.84,66.5,5.1,3,0,0,174,11.21
24/06/2022,Honolulu,21.3069,-157.8583,9.93,38,5,4,0,0,175,10.24
25/06/2022,Honolulu,21.3069,-157.8583,24.49,87.8,6.2,5,0,1,176,12.85
26/06/2022,Honolulu,21.3069,-157.8583,8.56,50.1,5.6,6,0,1,177,10.1
27/06/2022,Honolulu,21.3069,-157.8583,6.85,76.1,3.4,0,0,0,178,9.88
28/06/2022,Honolulu,21.3069,-157.8583,23.08,78.3,5.6,1,0,0,179,14.46
29/06/2022,Honolulu,21.3069,-157.8583,16.93,71.1,1.1,2,0,0,180,13.01
30/06/2022,Honolulu,21.3069,-157.8583,14.88,43.3,2.4,3,0,0,181,12.72
01/07/2022,Honolulu,21.3069,-157.8583,12.17,74,4.9,4,0,0,182,15.96
02/07/2022,Honolulu,21.3069,-157.8583,7.47,41.4,9,5,0,1,183,12.08
03/07/2022,Honolulu,21.3069,-157.8583,22.69,82.8,9.9,6,0,1,184,16.15
04/07/2022,Honolulu,21.3069,-157.8583,6.61,55.3,7.9,0,0,0,185,12.87
05/07/2022,Honolulu,21.3069,-157.8583,10.35,63.5,7.2,1,0,0,186,12.94
06/07/2022,Honolulu,21.3069,-157.8583,8.05,71.9,2.5,2,0,0,187,10.94
07/07/2022,Honolulu,21.3069,-157.8583,22.81,69,8.5,3,0,0,188,16.34
08/07/2022,Honolulu,21.3069,-157.8583,10.86,69.9,2.4,4,0,0,189,9.6
09/07/2022,Honolulu,21.3069,-157.8583,13.24,67.9,2.8,5,0,1,190,7.55
10/07/2022,Honolulu,21.3069,-157.8583,5.76,51.9,2.6,6,0,1,191,8.41
11/07/2022,Honolulu,21.3069,-157.8583,13.76,70.2,6.8,0,0,0,192,10.64
12/07/2022,Honolulu,21.3069,-157.8583,10.84,85.9,2.5,1,0,0,193,12.93
13/07/2022,Honolulu,21.3069,-157.8583,16.86,88.3,4.7,2,0,0,194,8.36
14/07/2022,Honolulu,21.3069,-157.8583,19.77,77.7,9.9,3,0,0,195,15.56
15/07/2022,Honolulu,21.3069,-157.8583,5.49,73.1,9.5,4,0,0,196,10.7
16/07/2022,Honolulu,21.3069,-157.8583,11.93,32,6.8,5,0,1,197,13.6
17/07/2022,Honolulu,21.3069,-157.8583,14.37,60.2,3.4,6,0,1,198,13.29
18/07/2022,Honolulu,21.3069,-157.8583,20.28,51.9,9.6,0,0,0,199,11.77
19/07/2022,Honolulu,21.3069,-157.8583,8.12,85.2,9.8,1,0,0,200,10.2
20/07/2022,Honolulu,21.3069,-157.8583,12.82,62.1,4.4,2,0,0,201,7.42
21/07/2022,Honolulu,21.3069,-157.8583,24.17,39.9,4,3,0,0,202,16.32
22/07/2022,Honolulu,21.3069,-157.8583,11.94,43.1,3.9,4,0,0,203,9.17
23/07/2022,Honolulu,21.3069,-157.8583,8.91,33.8,3.9,5,0,1,204,7.68
24/07/2022,Honolulu,21.3069,-157.8583,7.9,61.7,9.8,6,0,1,205,13.27
25/07/2022,Honolulu,21.3069,-157.8583,18.5,58.7,5.1,0,0,0,206,12.95
26/07/2022,Honolulu,21.3069,-157.8583,16.92,72.7,9.2,1,0,0,207,12.7
27/07/2022,Honolulu,21.3069,-157.8583,24.6,75,9.9,2,0,0,208,15.64
28/07/2022,Honolulu,21.3069,-157.8583,7.99,34.2,7.1,3,0,0,209,16.42
29/07/2022,Honolulu,21.3069,-157.8583,22.53,64,2.2,4,0,0,210,11.41
30/07/2022,Honolulu,21.3069,-157.8583,17.96,63.5,9,5,0,1,211,14.86
31/07/2022,Honolulu,21.3069,-157.8583,21.7,50.7,2.6,6,0,1,212,10.64
01/08/2022,Honolulu,21.3069,-157.8583,4.15,63.2,7.7,0,0,0,213,10.79
02/08/2022,Honolulu,21.3069,-157.8583,8.52,57.3,6.6,1,0,0,214,14.97
03/08/2022,Honolulu,21.3069,-157.8583,4.58,86.4,4.4,2,0,0,215,9.21
04/08/2022,Honolulu,21.3069,-157.8583,4.05,80.3,9.3,3,0,0,216,6.33
05/08/2022,Honolulu,21.3069,-157.8583,14.74,50.7,8.7,4,0,0,217,8.42
06/08/2022,Honolulu,21.3069,-157.8583,4.18,61.3,7.6,5,0,1,218,14.82
07/08/2022,Honolulu,21.3069,-157.8583,21.71,44.1,7.5,6,0,1,219,15.24
08/08/2022,Honolulu,21.3069,-157.8583,8.6,45.4,5.1,0,0,0,220,8.05
09/08/2022,Honolulu,21.3069,-157.8583,18.9,40.9,9,1,0,0,221,10.47
10/08/2022,Honolulu,21.3069,-157.8583,16.36,83.4,4.7,2,0,0,222,14.11
11/08/2022,Honolulu,21.3069,-157.8583,11.4,34.3,8,3,0,0,223,13.05
12/08/2022,Honolulu,21.3069,-157.8583,13.79,57.6,2.6,4,0,0,224,10.63
13/08/2022,Honolulu,21.3069,-157.8583,8.46,51.6,9,5,0,1,225,14.72
14/08/2022,Honolulu,21.3069,-157.8583,14.93,36.8,3.2,6,0,1,226,11.86
15/08/2022,Honolulu,21.3069,-157.8583,18.23,59.1,6.5,0,0,0,227,14.59
16/08/2022,Honolulu,21.3069,-157.8583,11.55,70.1,6.8,1,0,0,228,6.82
17/08/2022,Honolulu,21.3069,-157.8583,11.19,37.8,3.3,2,0,0,229,15.05
18/08/2022,Honolulu,21.3069,-157.8583,13.18,87.8,3.1,3,0,0,230,11.4
19/08/2022,Honolulu,21.3069,-157.8583,9.03,54.1,7.5,4,0,0,231,11.24
20/08/2022,Honolulu,21.3069,-157.8583,16.07,32.5,7.5,5,0,1,232,13.57
21/08/2022,Honolulu,21.3069,-157.8583,16.2,51.9,6,6,0,1,233,11.61
22/08/2022,Honolulu,21.3069,-157.8583,3.56,38.5,0.8,0,0,0,234,8.44
23/08/2022,Honolulu,21.3069,-157.8583,8.42,59.1,6.2,1,0,0,235,10.87
24/08/2022,Honolulu,21.3069,-157.8583,4.4,70.7,5.2,2,0,0,236,8.52
25/08/2022,Honolulu,21.3069,-157.8583,13.71,65.6,5.7,3,0,0,237,10.21
26/08/2022,Honolulu,21.3069,-157.8583,19.11,67,3.1,4,0,0,238,5.81
27/08/2022,Honolulu,21.3069,-157.8583,20.03,55.6,3.4,5,0,1,239,8.77
28/08/2022,Honolulu,21.3069,-157.8583,17.13,30.9,5.9,6,0,1,240,6.79
29/08/2022,Honolulu,21.3069,-157.8583,9.15,69.1,1.1,0,0,0,241,9.87
30/08/2022,Honolulu,21.3069,-157.8583,20.71,83.8,1.9,1,0,0,242,15.68
31/08/2022,Honolulu,21.3069,-157.8583,16.46,39.5,6,2,0,0,243,10.98
01/09/2022,Honolulu,21.3069,-157.8583,16.41,37.1,7.8,3,0,0,244,6.36
02/09/2022,Honolulu,21.3069,-157.8583,6.03,40.9,7.1,4,0,0,245,8.01
03/09/2022,Honolulu,21.3069,-157.8583,3.83,73.4,6.6,5,0,1,246,9.7
04/09/2022,Honolulu,21.3069,-157.8583,12.11,55.3,6.7,6,0,1,247,5.35
05/09/2022,Honolulu,21.3069,-157.8583,21.49,40.4,7.6,0,0,0,248,7.07
06/09/2022,Honolulu,21.3069,-157.8583,16.54,60.9,6.7,1,0,0,249,7.13
07/09/2022,Honolulu,21.3069,-157.8583,4.51,31,8.2,2,0,0,250,9.73
08/09/2022,Honolulu,21.3069,-157.8583,12,65.9,4.5,3,0,0,251,5.88
09/09/2022,Honolulu,21.3069,-157.8583,10.37,57,2,4,0,0,252,10.87
10/09/2022,Honolulu,21.3069,-157.8583,6.94,32.5,7.4,5,0,1,253,9.34
11/09/2022,Honolulu,21.3069,-157.8583,12.13,63.8,4.4,6,0,1,254,12.82
12/09/2022,Honolulu,21.3069,-157.8583,11.03,39.7,8.5,0,0,0,255,11.62
13/09/2022,Honolulu,21.3069,-157.8583,18.16,57.2,9.8,1,0,0,256,13.79
14/09/2022,Honolulu,21.3069,-157.8583,18.43,62,7.8,2,0,0,257,8.43
15/09/2022,Honolulu,21.3069,-157.8583,13.36,51.9,1.5,3,0,0,258,12.94
16/09/2022,Honolulu,21.3069,-157.8583,13.44,33.6,9.8,4,0,0,259,10.92
17/09/2022,Honolulu,21.3069,-157.8583,20.6,79.8,9.7,5,0,1,260,9.39
18/09/2022,Honolulu,21.3069,-157.8583,5.64,48.4,5.2,6,0,1,261,12.29
19/09/2022,Honolulu,21.3069,-157.8583,2.63,84.7,8.5,0,0,0,262,11.72
20/09/2022,Honolulu,21.3069,-157.8583,7.91,64.8,8.2,1,0,0,263,12.9
21/09/2022,Honolulu,21.3069,-157.8583,15,86.4,7.9,2,0,0,264,7.77
22/09/2022,Honolulu,21.3069,-157.8583,14.6,83.1,8.2,3,0,0,265,7.06
23/09/2022,Honolulu,21.3069,-157.8583,15.99,86.4,7.3,4,0,0,266,13.31
24/09/2022,Honolulu,21.3069,-157.8583,13.62,33.9,5.1,5,0,1,267,9.89
25/09/2022,Honolulu,21.3069,-157.8583,17.36,77,1.6,6,0,1,268,6.87
26/09/2022,Honolulu,21.3069,-157.8583,12.43,46.7,8.4,0,0,0,269,14.65
27/09/2022,Honolulu,21.3069,-157.8583,20.32,39.5,6.2,1,0,0,270,8.01
28/09/2022,Honolulu,21.3069,-157.8583,14.27,40.4,4.5,2,0,0,271,12.24
29/09/2022,Honolulu,21.3069,-157.8583,11.66,76,1.7,3,0,0,272,11.65
30/09/2022,Honolulu,21.3069,-157.8583,14.69,33.5,5.3,4,0,0,273,7.15
01/10/2022,Honolulu,21.3069,-157.8583,10.15,38.7,8.3,5,0,1,274,10.37
02/10/2022,Honolulu,21.3069,-157.8583,17.23,74.6,9.8,6,0,1,275,11.02
03/10/2022,Honolulu,21.3069,-157.8583,7.08,34.4,4.6,0,0,0,276,9.94
04/10/2022,Honolulu,21.3069,-157.8583,5.32,34.6,9.5,1,0,0,277,9.26
05/10/2022,Honolulu,21.3069,-157.8583,14.84,58.7,9.7,2,0,0,278,9.23
06/10/2022,Honolulu,21.3069,-157.8583,8,67.8,8.7,3,0,0,279,8.93
07/10/2022,Honolulu,21.3069,-157.8583,6.86,63.4,6.9,4,0,0,280,12.57
08/10/2022,Honolulu,21.3069,-157.8583,20.67,46.8,2.8,5,0,1,281,6.03
09/10/2022,Honolulu,21.3069,-157.8583,7.95,80.8,0.8,6,0,1,282,13.54
10/10/2022,Honolulu,21.3069,-157.8583,21.86,58.9,9.5,0,0,0,283,4.82
11/10/2022,Honolulu,21.3069,-157.8583,19.01,49.5,6.5,1,0,0,284,6.1
12/10/2022,Honolulu,21.3069,-157.8583,15,62.5,7,2,0,0,285,4.89
13/10/2022,Honolulu,21.3069,-157.8583,15.52,57.7,6,3,0,0,286,13.94
14/10/2022,Honolulu,21.3069,-157.8583,20.64,33.1,5.5,4,0,0,287,13.55
15/10/2022,Honolulu,21.3069,-157.8583,15.51,89.9,3.8,5,0,1,288,11.36
16/10/2022,Honolulu,21.3069,-157.8583,21.94,71.2,1.3,6,0,1,289,12.04
17/10/2022,Honolulu,21.3069,-157.8583,4.93,52.5,3.6,0,0,0,290,14.6
18/10/2022,Honolulu,21.3069,-157.8583,8.01,35.9,6,1,0,0,291,5.16
19/10/2022,Honolulu,21.3069,-157.8583,13.43,88.9,6.4,2,0,0,292,8.61
20/10/2022,Honolulu,21.3069,-157.8583,6.79,84.4,9.9,3,0,0,293,8.17
21/10/2022,Honolulu,21.3069,-157.8583,16.14,49.3,9,4,0,0,294,12.58
22/10/2022,Honolulu,21.3069,-157.8583,14.44,73.9,0.6,5,0,1,295,7.7
23/10/2022,Honolulu,21.3069,-157.8583,21.55,88.7,6.1,6,0,1,296,14.56
24/10/2022,Honolulu,21.3069,-157.8583,15.02,62.5,3.2,0,0,0,297,11.41
25/10/2022,Honolulu,21.3069,-157.8583,13.93,61.5,3.2,1,0,0,298,9.01
26/10/2022,Honolulu,21.3069,-157.8583,18.55,51.2,8.2,2,0,0,299,7.22
27/10/2022,Honolulu,21.3069,-157.8583,6.22,37.7,1.7,3,0,0,300,9.07
28/10/2022,Honolulu,21.3069,-157.8583,2.79,65.9,5.9,4,0,0,301,12.94
29/10/2022,Honolulu,21.3069,-157.8583,2.56,47.4,2.6,5,0,1,302,8.59
30/10/2022,Honolulu,21.3069,-157.8583,16.38,88.3,5.6,6,0,1,303,13.97
31/10/2022,Honolulu,21.3069,-157.8583,7.22,34.5,0.5,0,0,0,304,8.52
01/11/2022,Honolulu,21.3069,-157.8583,6.54,55,7.9,1,0,0,305,14.66
02/11/2022,Honolulu,21.3069,-157.8583,21.54,55.6,5.3,2,0,0,306,12.15
03/11/2022,Honolulu,21.3069,-157.8583,13.78,82.5,9.7,3,0,0,307,6.93
04/11/2022,Honolulu,21.3069,-157.8583,16.18,36.9,6.8,4,0,0,308,10.76
05/11/2022,Honolulu,21.3069,-157.8583,22.19,89.1,2.4,5,0,1,309,7.34
06/11/2022,Honolulu,21.3069,-157.8583,19.88,59.5,5.5,6,0,1,310,10.22
07/11/2022,Honolulu,21.3069,-157.8583,6.76,75.9,8.4,0,0,0,311,8.65
08/11/2022,Honolulu,21.3069,-157.8583,20.23,44.4,6.4,1,0,0,312,5.04
09/11/2022,Honolulu,21.3069,-157.8583,8.4,48.9,7.3,2,0,0,313,11.68
10/11/2022,Honolulu,21.3069,-157.8583,17.69,49.5,8.8,3,0,0,314,7.83
11/11/2022,Honolulu,21.3069,-157.8583,10.65,62.8,9.9,4,0,0,315,10.13
12/11/2022,Honolulu,21.3069,-157.8583,15.36,33,6.2,5,0,1,316,5.57
13/11/2022,Honolulu,21.3069,-157.8583,7.04,89.9,3.8,6,0,1,317,12.17
14/11/2022,Honolulu,21.3069,-157.8583,21.31,61.6,2.5,0,0,0,318,14.04
15/11/2022,Honolulu,21.3069,-157.8583,11.88,85.8,4.5,1,0,0,319,7.42
16/11/2022,Honolulu,21.3069,-157.8583,13.73,43.1,5.8,2,0,0,320,9.59
17/11/2022,Honolulu,21.3069,-157.8583,5.51,77.3,1.6,3,0,0,321,12.85
18/11/2022,Honolulu,21.3069,-157.8583,14.71,45.4,6.9,4,0,0,322,13
19/11/2022,Honolulu,21.3069,-157.8583,18.06,48,2.5,5,0,1,323,8.18
20/11/2022,Honolulu,21.3069,-157.8583,18.84,47.1,1.4,6,0,1,324,7.65
21/11/2022,Honolulu,21.3069,-157.8583,22.19,81.8,0.7,0,0,0,325,5.82
22/11/2022,Honolulu,21.3069,-157.8583,9.66,62.4,8,1,0,0,326,11.25
23/11/2022,Honolulu,21.3069,-157.8583,17.84,59.9,7.3,2,0,0,327,5.8
